time_elapsed,ino,state,flag,ops_per_sec,distance_from_mean,cumulative_time_elapsed,time_difference,workload_type
-0.18691756647327373,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.3971437473724477,-0.1869175664732741,0.5040130303742895,0.0001416237313883578,4
-0.18692414764147788,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.37904012519162134,-0.18692414764147824,0.49534620563057147,0.00013704932790961988,4
-0.1869095228232464,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.4179454476427651,-0.18690952282324677,0.5041505599315312,0.00014492746723411296,4
-0.18492383812786603,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.9618589511425074,-0.1849238381278664,0.5249418627286584,0.0013906900146104055,4
-0.18710074232162313,-0.7238511720687046,-0.03380699867729516,-0.0035534633788791145,1.785195884623343,-0.1871007423216235,0.5349817521332154,1.4556968090082368e-05,4
-0.18655413974022123,-2.509499228368367,-0.03380699867729516,-0.003553855876729457,-0.779964217602175,-0.1865541397402216,-2.4655839188388904,-1.2763840411729432,2
-0.1869036728959538,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.43223348419207397,-0.18690367289595416,0.4934155437949123,0.00014696053544688536,4
-0.18692634136421263,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.3727727404494918,-0.186926341364213,0.4883067942079175,0.00013704932790961988,4
-0.1868806388072392,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.4825428658973211,-0.18688063880723957,0.53545882483939,0.00016119201293629223,4
-0.18709489239433053,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,1.505548193219709,-0.1870948923943309,0.5145219076872704,-0.0013831774281909473,4
-0.18709489239433053,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,1.505548193219709,-0.1870948923943309,0.49371077209240916,-0.0014238387924463956,4
-0.17825711473704195,-0.43827506382674575,-0.03380699867729516,-0.003553855876729457,-1.011990693036228,-0.1782571147370423,-2.030537936425945,0.0061015631971306685,2
-0.0760427976353447,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-1.0274163727856391,-0.07604279763534506,0.5125477018777291,0.07708207370965371,4
-0.1870868487443032,-0.4314068354737598,-0.03380699867729516,-0.003553855876729457,1.2008773818885643,-0.18708684874430356,-0.0873593949512654,-0.003192099870505197,2
-0.18493553798245121,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.9615060910984227,-0.1849355379824516,0.5043461286818891,0.0013856073440784743,4
-0.1870926986715958,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,1.4144952398061004,-0.18709269867159617,0.5108663100867502,-0.002031726188065345,4
-0.18706564275786755,-0.4314068354737598,-0.03380699867729516,-0.003553855876729457,0.6642843912793176,-0.1870656427578679,-1.6117487183093337,-0.025541872867038865,2
-0.1869303631892263,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.3609628403407545,-0.18693036318922665,0.4965845945785084,0.00013222079090428543,4
-0.18486131702992642,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.963683498205686,-0.18486131702992678,0.5269501487213302,0.0014285559100732914,4
-0.18709781735797681,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,1.6380609881658752,-0.18709781735797718,0.506592139113334,-0.0011981682208286584,4
-0.18707039582379278,-2.509499228368367,-0.03380699867729516,-0.003553855876729457,0.7608175676752185,-0.18707039582379315,-2.377978581814084,-0.0018584071229264974,2
-0.18709818297843261,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,1.6556058565756886,-0.18709818297843298,0.511210438323004,-0.0011989306214084479,4
-0.18680824595699336,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.5969881532594619,-0.18680824595699372,0.5110998610517508,0.00021633898820774375,4
3.40129401771796,-0.4314068354737598,-0.03380699867729516,-0.003553855876729457,-1.0287174373531247,3.40129401771796,-0.8030078941137284,2.494215931889263,2
-0.18478819293876897,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.9656951059930133,-0.18478819293876933,0.48852792394073136,0.0015020004992596946,4
-0.18709342991250738,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,1.444110442835577,-0.18709342991250774,0.5070238331296476,-0.0015232050013456468,4
-0.1870758801306296,-0.7242033889073193,-0.03380699867729516,-0.003553659627804286,0.8868440872386653,-0.18707588013062995,0.4774081817871598,1.7352436882644427e-05,2
-0.18692816946649154,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.3674568063354219,-0.1869281694664919,0.48658195692731016,0.00013501625969684748,4
-0.18684005493664685,-2.509499228368367,-0.03380699867729516,-0.003553855876729457,-0.5532071922485476,-0.1868400549366472,-2.3535142070088164,-2.0710062107997724,2
-0.1849051914846209,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.9624137321194415,-0.18490519148462126,0.5331796658491217,0.0014153409666902708,4
-0.18157219540966463,-0.4314068354737598,-0.03380699867729516,-0.003553855876729457,-1.0020314154880539,-0.181572195409665,0.2113365922644561,0.0038507025520650175,2
-0.1869073291005117,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.42338295710107016,-0.18690732910051205,0.508734087835885,0.00014924773718625432,4
-0.18700824034630895,-0.4314068354737598,-0.03380699867729516,-0.003553855876729457,-0.0035744379181472377,-0.1870082403463093,0.2620830278663192,-0.00014783435540511363,2
-0.18708757998521477,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,1.225514248098667,-0.18708757998521514,0.4993949418980884,-0.0011277732339614137,4
-0.185004640248595,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.959343654607072,-0.18500464024859536,0.535433669488954,0.001345708380402816,4
-0.18704882421690133,-0.7239131361421646,-0.03380699867729516,-0.003553659627804286,0.3929255185802521,-0.1870488242169017,0.4774325722912098,-0.0001366524802348654,2
-0.1869018447936749,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.4365624067315052,-0.18690184479367525,0.5430595238662206,0.00014594400134049917,4
-0.18691866333464108,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.39419686434249457,-0.18691866333464144,0.5103657937152603,0.00013704932790961988,4
-0.18452275248786745,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.9720575843699373,-0.1845227524878678,0.5253887815865868,0.001677352632611315,4
-0.10378863716366916,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-1.0269695120346778,-0.10378863716366953,0.5016958874816443,0.057800200646193615,4
-0.1869585159643219,-0.4314068354737598,-0.03380699867729516,-0.003553855876729457,-0.2646701342107126,-0.18695851596432225,0.3958185374403003,-3.5507336649438155e-05,2
-0.18710257042390205,-0.7238511720687046,-0.03380699867729516,-0.0035534633788791145,1.8856942737215232,-0.1871025704239024,0.5127381015897012,1.4302834563485816e-05,4
-0.18692780384603577,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.36852687462634465,-0.18692780384603613,0.491559387213272,0.000130187722691513,4
-0.1821846096731082,-0.4314068354737598,-0.03380699867729516,-0.003553855876729457,-0.9987374179148002,-0.18218460967310857,-0.5686572897840919,0.0034115598181061776,2
-0.18692414764147788,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.37904012519162134,-0.18692414764147824,0.48790227385371465,0.00013781172848940953,4
-0.1869128134073485,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.4096035325253954,-0.18691281340734886,0.5380689916749466,0.00013831999554260265,4
-0.185004640248595,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.959343654607072,-0.18500464024859536,0.5152842761965508,0.0013469790480357987,4
-0.18709452677387473,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,1.4899043215941197,-0.1870945267738751,0.49881760861284746,-0.001171230067009424,4
9.04708517247465,-0.4314068354737598,-0.03380699867729516,-0.003553855876729457,-1.028742854844873,9.047085172474649,-0.006091993504994239,6.418461223128845,2
-0.18691135092552535,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.41333901051996746,-0.18691135092552572,0.5007449354658977,0.0001421319984415509,4
-0.18692634136421263,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.3727727404494918,-0.186926341364213,0.49067049556129544,0.00013577866027663713,4
-0.18709233305114,-0.4314068354737598,-0.03380699867729516,-0.003553855876729457,1.3999520597469823,-0.18709233305114037,-0.46141736912517506,-0.002999466657345011,2
-0.18705796472829603,0.39973358818016635,-0.03380699867729516,-0.0035534633788791145,0.5285824392583027,-0.1870579647282964,0.4833162701971904,-0.009009978694880036,2
-0.18705138356009185,-0.7242033889073193,-0.03380699867729516,-0.003553659627804286,0.42846763179790137,-0.1870513835600922,0.47744099152838126,8.966030504958248e-06,2
-0.18709489239433053,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,1.505548193219709,-0.1870948923943309,0.4923913552495383,-0.0010934652078708794,4
-0.18692231953919897,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.3841721858941024,-0.18692231953919933,0.49291096286807196,0.00013857412906919918,4
-0.18529274916775534,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.9485972302163659,-0.1852927491677557,0.5225018127879106,0.0011451970279181373,4
-0.1869234164005663,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.38110272482633284,-0.18692341640056667,0.5298827081048944,0.00013831999554260265,4
-0.1870780738533643,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,0.9423688146985024,-0.18707807385336467,0.5009358595519177,-0.002294500254566179,4
-0.1869014791732191,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.4374206626784533,-0.18690147917321945,0.49394616459878415,0.00015305974008520258,4
-0.18707953633518745,-0.4314068354737598,-0.03380699867729516,-0.003553855876729457,0.9812087718378957,-0.1870795363351878,-0.327003781560335,-0.0035029051735327786,2
-0.1870956236352421,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,1.5374262712492108,-0.18709562363524246,0.5111752743564013,-0.0013318424558184442,4
-0.18709489239433053,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,1.505548193219709,-0.1870948923943309,0.4875966712130168,-0.0012332386474989824,4
-0.18708940808749372,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,1.2895561020254969,-0.18708940808749408,0.5227884666412218,-0.001821303628043401,4
-0.1870905049488611,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,1.3297580981899682,-0.18709050494886145,0.5410762976932658,-0.00164823869643115,4
-0.18709196743068424,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,1.3855809883276176,-0.1870919674306846,0.5161513245771547,-0.0016220629431917051,4
-0.18690038231185171,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.43998056894445886,-0.18690038231185208,0.5288329587061265,0.00015026427129264053,4
-0.1869270726051242,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.3706566557086008,-0.18692707260512456,0.5176222532990459,0.00013298319148407508,4
-0.1861976597958287,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.8727270943556956,-0.18619765979582906,0.5085057030103386,0.0005993182127887459,4
-0.18707734261245273,-0.4314068354737598,-0.03380699867729516,-0.003553855876729457,0.9235063474753041,-0.1870773426124531,-1.8246044172838753,-0.003984234072906646,2
-0.18691866333464108,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.39419686434249457,-0.18691866333464144,0.518086647731117,0.0001395906631755854,4
-0.18477539622281644,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.9660344198507603,-0.1847753962228168,0.5277588220149674,0.001492851692302219,4
-0.18514906032863096,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,-0.9543429131462173,-0.18514906032863132,0.4921198013951512,0.0012593029813599886,4
-0.187087214364759,-0.4314068354737598,-0.03380699867729516,-0.003553855876729457,1.2131281312952367,-0.18708721436475936,0.3092010041915973,-7.845590264425526e-05,2
-0.18671574398167917,-2.509499228368367,-0.03380699867729516,-0.003553855876729457,-0.6881718150183629,-0.18671574398167953,-2.47391544086582,-1.3557651895406417,2
-0.18709781735797681,0.43253541190966893,-0.03380699867729516,-0.0035534633788791145,1.6380609881658752,-0.18709781735797718,0.5303086819482595,-0.0011968975531956756,4
